Case Type,Region,Case Number,Case Name,Status,Date Filed,Date Closed,Reason Closed,City,States & Territories,Employees on charge/petition,Allegations,Participants,Union,Unit Sought,Voters
C,"Region 32, Oakland, California",32-CA-200530,"TESLA, INC.",Open,6/12/2017,,,Fremont,CA,7001,"8(a)(1) Interrogation (including Polling)
8(a)(3) Discipline
8(a)(1) Coercive Actions (Surveillance, etc)
","Charging Party, Notification, Sodko Jeffrey, International Union, United Automobile, Aerospace and Agricultural Workers of America, AFL-CIO, 8000 East Jefferson Avenue, Detroit, MI, 48214, (313)926-5216
Charged Party / Respondent, Legal Representative, Morris Keahn, SHEPPARD MULLIN, 4 Embarcadero Center 17th Floor, San Francisco, CA, 94111, (415)774-2934
Charging Party, Legal Representative, FEINBERG MARGO, Margo Feinberg, Daniel Curvy Schwartz, Steinsapir, Dohrmann & Sommers, 6300 WILSHIRE BLVD, STE 2000, LOS ANGELES, CA, 90048, (323)655-4700
Charged Party / Respondent, Legal Representative, Ross Mark, Sheppard Mullin Richter & Hampton LLP, 4 Embarcadero Center, 17th Floor, San Francisco, CA, 94111, (415)774-2930
Charged Party / Respondent, Employer, Tesla, Inc., 45500 Fremont Blvd, Fremont, CA, 94538-6326, (510)249-3650
Charging Party, Union, International Union, United Automobile, Aerospace and Agricultural Workers of America, AFL-CIO, 8000 E Jefferson Avenue, Detroit, MI, 48214-2699
",,,
C,"Region 32, Oakland, California",32-CA-197197,"TESLA, INC.",Open,4/19/2017,,,Fremont,CA,7000,"8(a)(1) Coercive Actions (Surveillance, etc)
8(a)(3) Changes in Terms and Conditions of Employment
8(a)(1) Coercive Rules
","Charging Party, Notification, Sodko Jeffrey, International Union, United Automobile, Aerospace and Agricultural Workers of America, AFL-CIO, 8000 East Jefferson Avenue, Detroit, MI, 48214, (313)926-5216
Charged Party / Respondent, Legal Representative, Morris Keahn, SHEPPARD MULLIN, 4 Embarcadero Center 17th Floor, San Francisco, CA, 94111, (415)774-2934
Charging Party, Legal Representative, Feinberg Margo, Schwartz, Steinsapir, Dohrmann & Sommers LLP, 6300 Wilshire Blvd., Suite 2000, Los Angeles, CA, 90048, (323)655-4700
Charged Party / Respondent, Legal Representative, Ross Mark, Sheppard Mullin Richter & Hampton LLP, 4 Embarcadero Center, 17th Floor, San Francisco, CA, 94111, (415)774-2930
Charged Party / Respondent, Employer, Tesla, Inc., 45500 Fremont Blvd, Fremont, CA, 94538-6326, (510)249-3650
Charging Party, Union, INTERNATIONAL UNION, UNITED AUTOMOBILE, AEROSPACE AND AGRICULTURAL WORKERS OF AMERICA, AFL-CIO, 8000 E Jefferson Ave, Detroit, MI, 48214-2699
",,,
C,"Region 32, Oakland, California",32-CA-197091,"TESLA, INC.",Open,4/18/2017,,,Fremont,CA,7000,"8(a)(1) Coercive Rules
8(a)(3) Changes in Terms and Conditions of Employment
8(a)(1) Coercive Actions (Surveillance, etc)
","Charged Party / Respondent, Legal Representative, Morris Keahn, SHEPPARD MULLIN, 4 Embarcadero Center 17th Floor, San Francisco, CA, 94111, (415)774-2934
Charging Party, Legal Representative, Feinberg Margo, Schwartz, Steinsapir, Dohrmann & Sommers LLP, 6300 Wilshire Blvd., Suite 2000, Los Angeles, CA, 90048, (323)655-4700
Charged Party / Respondent, Legal Representative, Ross Mark, Sheppard Mullin Richter & Hampton LLP, 4 Embarcadero Center, 17th Floor, San Francisco, CA, 94111, (415)774-2930
Charging Party, Individual
Charged Party / Respondent, Employer, Tesla, Inc., 45500 Fremont Blvd, Fremont, CA, 94538-6326, (510)249-3650
",,,
C,"Region 32, Oakland, California",32-CA-197020,"TESLA, INC.",Open,4/17/2017,,,Fremont,CA,7000,,"Charging Party, Legal Representative, Curry Daniel, Schwartz, Steinsapir, Dohrmann, & Sommers, LLP, 6300 Wilshire Boulevard, Suite 2000, Los Angeles, CA, 90048-5268, (323)655-4700
Charging Party, Legal Representative, Curry Daniel, Schwartz, Steinsapir, Dohrmann, & Sommers, LLP, 6300 Wilshire Boulevard, Suite 2000, Los Angeles, CA, 90048-5268, (323)655-4700
Charged Party / Respondent, Legal Representative, SALMONS DAVID, Morgan, Lewis & Bockius LLP, 1111 Pennsylvania Avenue, N.W., Washington, DC, 20004, (202)739-3000
Charged Party / Respondent, Legal Representative, Broderdorf David, Morgan, Lewis & Bockius, LLP, 1111 Pennsylvania Ave NW, Washington, DC, 20004-2541, (202)739-5817
Charging Party, Notification, SODKO JEFFREY, UNITED AUTO WORKERS, 8000 E Jefferson Avenue, Detroit, MI, 48214-2699, (313)926-5216
Charged Party / Respondent, Legal Representative, Morris Keahn, SHEPPARD MULLIN, 4 Embarcadero Center 17th Floor, San Francisco, CA, 94111, (415)774-2934
Charging Party, Legal Representative, Feinberg Margo, Schwartz, Steinsapir, Dohrmann & Sommers LLP, 6300 Wilshire Blvd., Suite 2000, Los Angeles, CA, 90048, (323)655-4700
Charging Party, Legal Representative, Feinberg Margo, Schwartz, Steinsapir, Dohrmann & Sommers LLP, 6300 Wilshire Blvd., Suite 2000, Los Angeles, CA, 90048, (323)655-4700
Charged Party / Respondent, Legal Representative, Ross Mark, Sheppard Mullin Richter & Hampton LLP, 4 Embarcadero Center, 17th Floor, San Francisco, CA, 94111, (415)774-2930
Charged Party / Respondent, Legal Representative, Kenneally Michael, Morgan, Lewis & Bockius LLP, 1111 Pennsylvania Avenue, NW, Washington, DC, 20004, (202)739-3000
",,,
C,"Region 32, Oakland, California",32-CA-197058,"TESLA, INC.",Open,4/17/2017,,,Fremont,CA,7000,"8(a)(1) Coercive Actions (Surveillance, etc)
8(a)(3) Changes in Terms and Conditions of Employment
8(a)(1) Coercive Rules
","Charged Party / Respondent, Legal Representative, Morris Keahn, Sheppard Mullin, 4 Embarcadero Center, 17th Floor, San Francisco, CA, 94111, (415)774-2934
Charging Party, Legal Representative, Feinberg Margo, Schwartz, Steinsapir, Dohrmann & Sommers LLP, 6300 Wilshire Blvd., Suite 2000, Los Angeles, CA, 90048, (323)655-4700
Charged Party / Respondent, Legal Representative, Ross Mark, Sheppard Mullin Richter & Hampton LLP, 4 Embarcadero Center, 17th Floor, San Francisco, CA, 94111, (415)774-2930
Charged Party / Respondent, Employer, Tesla, Inc., 45500 Fremont Blvd, Fremont, CA, 94538-6326, (510)249-3650
Charging Party, Individual
",,,
C,"Region 32, Oakland, California",32-CA-136306,Tesla Motors,Closed,9/8/2014,9/17/2014,Withdrawal Adjusted,Fremont,CA,4000,"8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)
","Charged Party / Respondent, Employer, Tesla Motors, Fremont, CA, 94538
Charging Party, Individual
",,,
C,"Region 32, Oakland, California",32-CA-135630,Tesla Motors,Closed,8/28/2014,10/22/2014,Dismissal Non-adjusted,Fremont,CA,3000,"8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)
","Charged Party / Respondent, Employer, Tesla Motors, Fremont, CA, 94538-6326
Charging Party, Individual
",,,
C,"Region 32, Oakland, California",32-CA-114306,Tesla,Closed,9/27/2013,11/26/2013,Withdrawal Non-adjusted,FREMONT,CA,50,"8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)
","Charged Party / Respondent, Legal Representative, Cooper Steven, TESLA, 45500 Fremont Blvd., Fremont, CA, 94538, (510)249-3535
Charged Party / Respondent, Employer, TESLA, FREMONT, CA, 94538
Charging Party, Individual
",,,
C,"Region 32, Oakland, California",32-CA-075781,"Tesla Motors, Inc.",Closed,3/2/2012,4/27/2012,Withdrawal Non-adjusted,Palo Alto,CA,125,"8(a)(1) Coercive Actions (Surveillance, etc)
8(a)(1) Coercive Statements (Threats, Promises of Benefits, etc.)
","Charging Party, Legal Representative, WILLIS HENRY, Margo Feinberg, Daniel Curvy Schwartz, Steinsapir, Dohrmann & Sommers, 6300 WILSHIRE BLVD, STE 2000, LOS ANGELES, CA, 90048, (323)655-4700
Charging Party, Legal Representative, FEINBERG MARGO, Schwartz, Steinsapir, Dohrmann & Sommers LLP, 6300 WILSHIRE BLVD, STE 2000, LOS ANGELES, CA, 90048, (323)655-4700
Charged Party / Respondent, Legal Representative, HOLLAND RONALD, DLA Piper LLP, 4 Embarcadero Ctr Fl 17, San Francisco, CA, 94111-4158, (415)774-3177
Charging Party, Union, International Union, United Automobile, Aerospace and Agricultural Implement Workers of America, UAW, Fremont, CA, 94538-6317
Charged Party / Respondent, Employer, TESLA MOTORS, INC., Palo Alto, CA, 94304-1317
",,,
C,"Region 32, Oakland, California",32-CA-071247,"Tesla Motors, Inc.",Closed,12/21/2011,10/15/2012,Dismissal Non-adjusted,Palo Alto,CA,125,"8(a)(3) Discharge (Including Layoff and Refusal to Hire (not salting))
8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)
","Charging Party, Legal Representative, Bermudez Carlos, International Union, United Automobile, Aerospace and Agricultural Implement Workers of America (UAW), AFL-CIO, Local 863, Law Department, 8000 East Jefferson Ave., Detroit, MI, 48214-3963, (313)926-5216
Charging Party, Legal Representative, WILLIS HENRY, SCHWARTZ, STEINSAPIR, DOHRMANN & SOMMERS LLP, 6300 WILSHIRE BLVD, STE 2000, LOS ANGELES, CA, 90048, (323)655-4700
Charging Party, Legal Representative, FEINBERG MARGO, Schwartz, Steinsapir, Dohrmann & Sommers LLP, 6300 WILSHIRE BLVD, STE 2000, LOS ANGELES, CA, 90048, (323)655-4700
Charged Party / Respondent, Legal Representative, Holland Ronald, SHEPPARD, MULLIN, RICHTER & HAMPTON LLP, 4 Embarcadero Ctr Fl 17, San Francisco, CA, 94111-4158, (628)218-3826
Charging Party, Union, INTERNATIONAL UNION, UNITED AUTOMOBILE, AEROSPACE AND AGRICULTURAL IMPLEMENT WORKERS OF AMERICA, AFL-CIO, REGION 5, Fremont, CA, 94538-6317
Charged Party / Respondent, Employer, TESLA MOTORS, INC., Palo Alto, CA, 94304-1317
",,,
,,,,,,,,,,,,,,,
